EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 14-08-2020
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 TG   : mean temperature in 0.1 &#176;C
23-27 Q_TG : Quality code for TG (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station UNITED KINGDOM, CARLISLE (STAID: 2115).
Blended and updated with sources: 156839 903220 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   TG, Q_TG
156839,20130906,  113,    0
156839,20130907,  119,    0
156839,20130908,  119,    0
156839,20130909,  118,    0
156839,20130910,  133,    0
156839,20130911,  119,    0
156839,20130912,  157,    1
156839,20130913,  114,    0
156839,20130914,  122,    0
156839,20130915,  120,    0
156839,20130916,   96,    0
156839,20130917,   98,    0
156839,20130918,  101,    0
156839,20130919,  111,    0
156839,20130920,  119,    0
156839,20130921,  125,    0
156839,20130922,  163,    0
156839,20130923,  137,    0
156839,20130924,  156,    0
156839,20130925,  150,    0
156839,20130926,  125,    0
156839,20130927,  154,    0
156839,20130928,  141,    0
156839,20130929,  130,    0
156839,20130930,  132,    0
156839,20131001,  124,    0
156839,20131002,  148,    0
156839,20131003,  168,    0
156839,20131004,  162,    0
156839,20131005,  141,    0
156839,20131006,  141,    0
156839,20131007,  160,    1
156839,20131008,  150,    1
156839,20131009,  110,    0
156839,20131010,   77,    0
156839,20131011,   99,    0
156839,20131012,  109,    0
156839,20131013,  111,    0
156839,20131014,  103,    0
156839,20131015,  105,    0
156839,20131016,   86,    0
156839,20131017,  114,    0
156839,20131018,  102,    0
156839,20131019,  136,    0
156839,20131020,  132,    0
156839,20131021,  137,    0
156839,20131022,  144,    1
156839,20131023,  126,    0
156839,20131024,  107,    0
156839,20131025,  131,    0
156839,20131026,  128,    0
156839,20131027,  109,    0
156839,20131028,  103,    0
156839,20131029,   91,    0
156839,20131030,   84,    0
156839,20131031,   99,    0
156839,20131101,   98,    0
156839,20131102,   56,    0
156839,20131103,   79,    0
156839,20131104,   36,    0
156839,20131105,   33,    0
156839,20131106,   66,    0
156839,20131107,   74,    0
156839,20131108,   81,    0
156839,20131109,   41,    0
156839,20131110,   36,    0
156839,20131111,   62,    0
156839,20131112,   84,    0
156839,20131113,   78,    0
156839,20131114,   76,    0
156839,20131115,   62,    0
156839,20131116,   81,    0
156839,20131117,   59,    0
156839,20131118,   48,    0
156839,20131119,   32,    0
156839,20131120,   32,    0
156839,20131121,   44,    0
156839,20131122,   32,    1
156839,20131123,   -1,    0
156839,20131124,   25,    0
156839,20131125,    3,    0
156839,20131126,   38,    0
156839,20131127,   73,    0
156839,20131128,   78,    1
156839,20131129,   59,    0
156839,20131130,   43,    0
156839,20131201,   55,    0
156839,20131202,   67,    0
156839,20131203,   82,    0
156839,20131204,   50,    0
156839,20131205,   56,    0
156839,20131206,   40,    0
156839,20131207,   56,    0
156839,20131208,   95,    0
156839,20131209,  107,    0
156839,20131210,   96,    0
156839,20131211,   92,    0
156839,20131212,   89,    0
156839,20131213,  106,    0
156839,20131214,   88,    0
156839,20131215,   92,    1
156839,20131216,   64,    0
156839,20131217,   52,    0
156839,20131218,   68,    0
156839,20131219,   57,    0
156839,20131220,   75,    0
156839,20131221,   88,    1
156839,20131222,   53,    0
156839,20131223,   76,    1
156839,20131224,   58,    0
156839,20131225,   60,    0
156839,20131226,   61,    0
156839,20131227,   57,    0
156839,20131228,   57,    0
156839,20131229,   74,    0
156839,20131230,   74,    0
156839,20131231,   65,    0
156839,20140101,   78,    0
156839,20140102,   72,    0
156839,20140103,   77,    1
156839,20140104,   57,    0
156839,20140105,   59,    0
156839,20140106,   73,    0
156839,20140107,   91,    1
156839,20140108,   81,    1
156839,20140109,   57,    0
156839,20140110,   70,    1
156839,20140111,   27,    0
156839,20140112,   33,    0
156839,20140113,   56,    0
156839,20140114,   56,    0
156839,20140115,   68,    0
156839,20140116,   64,    0
156839,20140117,   63,    0
156839,20140118,   63,    0
156839,20140119,   59,    0
156839,20140120,   50,    0
156839,20140121,   57,    0
156839,20140122,   66,    1
156839,20140123,   51,    0
156839,20140124,   50,    0
156839,20140125,   72,    0
156839,20140126,   55,    0
156839,20140127,   57,    0
156839,20140128,   47,    0
156839,20140129,   52,    1
156839,20140130,   31,    0
156839,20140131,   42,    0
156839,20140201,   51,    0
156839,20140202,   58,    0
156839,20140203,   70,    0
156839,20140204,   52,    0
156839,20140205,   60,    0
156839,20140206,   73,    0
156839,20140207,   42,    0
156839,20140208,   51,    0
156839,20140209,   61,    0
156839,20140210,   44,    0
156839,20140211,   36,    0
156839,20140212,   41,    0
156839,20140213,   51,    0
156839,20140214,   60,    0
156839,20140215,   56,    0
156839,20140216,   54,    0
156839,20140217,   63,    0
156839,20140218,   70,    0
156839,20140219,   87,    0
156839,20140220,   82,    0
156839,20140221,   59,    0
156839,20140222,   84,    0
156839,20140223,   93,    0
156839,20140224,   71,    0
156839,20140225,   70,    0
156839,20140226,   70,    0
156839,20140227,   63,    0
156839,20140228,   42,    0
156839,20140301,   48,    0
156839,20140302,   60,    0
156839,20140303,   56,    0
156839,20140304,   62,    0
156839,20140305,   69,    0
156839,20140306,   99,    1
156839,20140307,   88,    0
156839,20140308,   87,    0
156839,20140309,   98,    0
156839,20140310,   67,    0
156839,20140311,   71,    0
156839,20140312,   65,    0
156839,20140313,   60,    0
156839,20140314,   66,    0
156839,20140315,   79,    0
156839,20140316,   88,    0
156839,20140317,   98,    0
156839,20140318,   93,    0
156839,20140319,   97,    0
156839,20140320,   96,    0
156839,20140321,   73,    0
156839,20140322,   48,    0
156839,20140323,   67,    0
156839,20140324,   46,    0
156839,20140325,   77,    0
156839,20140326,   52,    0
156839,20140327,   63,    0
156839,20140328,   72,    0
156839,20140329,   85,    0
156839,20140330,   88,    0
156839,20140331,   90,    0
156839,20140401,   92,    1
156839,20140402,   73,    0
156839,20140403,   82,    0
156839,20140404,   86,    0
156839,20140405,  106,    0
156839,20140406,  133,    1
156839,20140407,   87,    0
156839,20140408,   82,    0
156839,20140409,   98,    0
156839,20140410,  102,    0
156839,20140411,   68,    0
156839,20140412,  103,    0
156839,20140413,   93,    0
156839,20140414,  106,    0
156839,20140415,   86,    0
156839,20140416,   90,    0
156839,20140417,  106,    0
156839,20140418,   70,    0
156839,20140419,   82,    0
156839,20140420,  100,    0
156839,20140421,  135,    0
156839,20140422,  116,    0
156839,20140423,  124,    0
156839,20140424,  121,    0
156839,20140425,  105,    0
156839,20140426,  124,    1
156839,20140427,   94,    0
156839,20140428,  120,    0
156839,20140429,  118,    0
156839,20140430,  122,    1
156839,20140501,   89,    0
156839,20140502,   94,    0
156839,20140503,   71,    0
156839,20140504,  105,    0
156839,20140505,  116,    0
156839,20140506,  120,    1
156839,20140507,  100,    0
156839,20140508,  112,    0
156839,20140509,  109,    0
156839,20140510,  110,    0
156839,20140511,  118,    0
156839,20140512,  114,    0
156839,20140513,  115,    0
156839,20140514,   99,    0
156839,20140515,  137,    0
156839,20140516,  136,    0
156839,20140517,  144,    0
156839,20140518,  163,    0
156839,20140519,  164,    0
156839,20140520,  136,    0
156839,20140521,  129,    0
156839,20140522,   94,    0
156839,20140523,  103,    0
156839,20140524,  117,    0
156839,20140525,  135,    0
156839,20140526,  141,    0
156839,20140527,  154,    1
156839,20140528,  129,    0
156839,20140529,  115,    0
156839,20140530,  126,    0
156839,20140531,  140,    0
156839,20140601,  143,    0
156839,20140602,  152,    0
156839,20140603,  149,    1
156839,20140604,  115,    0
156839,20140605,  130,    0
156839,20140606,  143,    0
156839,20140607,  149,    0
156839,20140608,  153,    0
156839,20140609,  144,    0
156839,20140610,  158,    0
156839,20140611,  148,    0
156839,20140612,  149,    0
156839,20140613,  168,    0
156839,20140614,  164,    0
156839,20140615,  163,    0
156839,20140616,  154,    0
156839,20140617,  180,    0
156839,20140618,  198,    0
156839,20140619,  177,    0
156839,20140620,  160,    0
156839,20140621,  170,    0
156839,20140622,  170,    0
156839,20140623,  165,    0
156839,20140624,  141,    0
156839,20140625,  142,    0
156839,20140626,  154,    0
156839,20140627,  139,    0
156839,20140628,  138,    0
156839,20140629,  137,    0
156839,20140630,  153,    0
156839,20140701,  173,    0
156839,20140702,  151,    0
156839,20140703,  159,    0
156839,20140704,  167,    0
156839,20140705,  139,    0
156839,20140706,  139,    0
156839,20140707,  154,    0
156839,20140708,  157,    0
156839,20140709,  171,    0
156839,20140710,  161,    0
156839,20140711,  168,    0
156839,20140712,  168,    0
156839,20140713,  181,    0
156839,20140714,  143,    0
156839,20140715,  159,    0
156839,20140716,  150,    0
156839,20140717,  173,    0
156839,20140718,  184,    0
156839,20140719,  192,    0
156839,20140720,  192,    0
156839,20140721,  178,    0
156839,20140722,  190,    0
156839,20140723,  201,    0
156839,20140724,  205,    0
156839,20140725,  206,    0
156839,20140726,  203,    1
156839,20140727,  162,    0
156839,20140728,  179,    0
156839,20140729,  176,    0
156839,20140730,  168,    0
156839,20140731,  170,    0
156839,20140801,  157,    0
156839,20140802,  166,    0
156839,20140803,  156,    0
156839,20140804,  160,    0
156839,20140805,  154,    0
156839,20140806,  175,    0
156839,20140807,  148,    0
156839,20140808,  150,    0
156839,20140809,  149,    0
156839,20140810,  142,    0
156839,20140811,  149,    0
156839,20140812,  145,    0
156839,20140813,  159,    0
156839,20140814,  156,    0
156839,20140815,  151,    0
156839,20140816,  131,    0
156839,20140817,  139,    0
156839,20140818,  148,    0
156839,20140819,  120,    0
156839,20140820,  124,    0
156839,20140821,  128,    0
156839,20140822,  114,    0
156839,20140823,  116,    0
156839,20140824,  111,    0
156839,20140825,  116,    0
156839,20140826,  145,    0
156839,20140827,  127,    0
156839,20140828,  171,    0
156839,20140829,  157,    0
156839,20140830,  165,    0
156839,20140831,  152,    0
156839,20140901,  156,    0
156839,20140902,  154,    0
156839,20140903,  168,    0
156839,20140904,  191,    0
156839,20140905,  152,    0
156839,20140906,  160,    0
156839,20140907,  116,    0
156839,20140908,  110,    0
156839,20140909,  128,    0
156839,20140910,  148,    0
156839,20140911,  158,    0
156839,20140912,  147,    0
156839,20140913,  140,    0
156839,20140914,  135,    0
156839,20140915,  154,    0
156839,20140916,  166,    0
156839,20140917,  159,    0
156839,20140918,  173,    0
156839,20140919,  166,    1
156839,20140920,  152,    0
156839,20140921,  111,    0
156839,20140922,  121,    0
156839,20140923,  122,    0
156839,20140924,  136,    0
156839,20140925,  137,    0
156839,20140926,  158,    0
156839,20140927,  128,    0
156839,20140928,  162,    0
156839,20140929,  164,    0
156839,20140930,  152,    0
156839,20141001,  148,    0
156839,20141002,  104,    0
156839,20141003,  141,    1
156839,20141004,  112,    0
156839,20141005,   98,    0
156839,20141006,  117,    0
156839,20141007,   65,    0
156839,20141008,  102,    0
156839,20141009,  114,    0
156839,20141010,  113,    0
156839,20141011,  104,    0
156839,20141012,  101,    0
156839,20141013,   98,    0
156839,20141014,   98,    0
156839,20141015,  109,    0
156839,20141016,  123,    0
156839,20141017,  147,    0
156839,20141018,  164,    1
156839,20141019,  152,    1
156839,20141020,  121,    1
156839,20141021,   99,    0
156839,20141022,  100,    0
156839,20141023,  131,    1
156839,20141024,  112,    0
156839,20141025,  115,    0
156839,20141026,  137,    0
156839,20141027,  143,    0
156839,20141028,  157,    1
156839,20141029,   68,    0
156839,20141030,  100,    0
156839,20141031,  159,    1
156839,20141101,  125,    0
156839,20141102,  114,    1
156839,20141103,   89,    1
156839,20141104,   41,    0
156839,20141105,   51,    0
156839,20141106,   70,    0
156839,20141107,   95,    0
156839,20141108,   87,    0
156839,20141109,   88,    0
156839,20141110,   75,    0
156839,20141111,   84,    0
156839,20141112,  117,    0
156839,20141113,  112,    0
156839,20141114,  112,    1
156839,20141115,   63,    0
156839,20141116,   63,    0
156839,20141117,   72,    0
156839,20141118,   99,    0
156839,20141119,   94,    0
156839,20141120,   94,    0
156839,20141121,   78,    0
156839,20141122,  102,    1
156839,20141123,   73,    0
156839,20141124,   68,    0
156839,20141125,   68,    0
156839,20141126,   53,    0
156839,20141127,   69,    0
156839,20141128,   74,    0
156839,20141129,   93,    0
156839,20141130,   84,    0
156839,20141201,   59,    0
156839,20141202,   44,    1
156839,20141203,    5,    0
156839,20141204,   12,    0
156839,20141205,   38,    0
156839,20141206,   40,    0
156839,20141207,   36,    0
156839,20141208,   37,    0
156839,20141209,   55,    0
156839,20141210,   52,    1
156839,20141211,   28,    0
156839,20141212,   28,    0
156839,20141213,   28,    0
156839,20141214,   33,    0
156839,20141215,   50,    0
156839,20141216,   71,    0
156839,20141217,   77,    0
156839,20141218,  116,    1
156839,20141219,   65,    0
156839,20141220,   70,    0
156839,20141221,   93,    0
156839,20141222,  103,    1
156839,20141223,   77,    1
156839,20141224,   56,    1
156839,20141225,   47,    0
156839,20141226,   28,    0
156839,20141227,   18,    0
156839,20141228,    7,    0
156839,20141229,    6,    0
156839,20141230,   33,    0
156839,20141231,   70,    0
156839,20150101,  109,    1
156839,20150102,   56,    0
156839,20150103,   49,    0
156839,20150104,   22,    0
156839,20150105,   36,    0
156839,20150106,   84,    0
156839,20150107,   73,    0
156839,20150108,   83,    0
156839,20150109,   94,    1
156839,20150110,   45,    0
156839,20150111,   55,    0
156839,20150112,   61,    1
156839,20150113,   34,    0
156839,20150114,   52,    0
156839,20150115,   48,    1
156839,20150116,   24,    0
156839,20150117,   27,    0
156839,20150118,    8,    0
156839,20150119,    7,    0
156839,20150120,   -3,    0
156839,20150121,    9,    0
156839,20150122,   13,    0
156839,20150123,   33,    0
156839,20150124,   45,    0
156839,20150125,   60,    0
156839,20150126,   60,    0
156839,20150127,   64,    1
156839,20150128,   51,    1
156839,20150129,   10,    0
156839,20150130,   -3,    0
156839,20150131,   26,    0
156839,20150201,   21,    0
156839,20150202,    3,    0
156839,20150203,  -16,    0
156839,20150204,   -9,    0
156839,20150205,   26,    0
156839,20150206,   18,    1
156839,20150207,   -6,    0
156839,20150208,   10,    0
156839,20150209,   22,    0
156839,20150210,   44,    0
156839,20150211,   36,    0
156839,20150212,   43,    0
156839,20150213,   56,    0
156839,20150214,   70,    0
156839,20150215,   70,    0
156839,20150216,   69,    0
156839,20150217,   43,    0
156839,20150218,   84,    0
156839,20150219,   85,    1
156839,20150220,   50,    0
156839,20150221,   38,    0
156839,20150222,   54,    0
156839,20150223,   47,    0
156839,20150224,   47,    0
156839,20150225,   65,    0
156839,20150226,   60,    0
156839,20150227,   55,    0
156839,20150228,   73,    1
156839,20150301,   61,    1
156839,20150302,   34,    0
156839,20150303,   36,    0
156839,20150304,   66,    0
156839,20150305,   73,    0
156839,20150306,   88,    0
156839,20150307,   98,    1
156839,20150308,   89,    0
156839,20150309,   66,    0
156839,20150310,   70,    0
156839,20150311,   64,    0
156839,20150312,   66,    0
156839,20150313,   53,    0
156839,20150314,   45,    0
156839,20150315,   42,    0
156839,20150316,   57,    0
156839,20150317,   56,    0
156839,20150318,   52,    0
156839,20150319,   60,    0
156839,20150320,   73,    0
156839,20150321,   58,    0
156839,20150322,   54,    0
156839,20150323,   68,    0
156839,20150324,   37,    0
156839,20150325,   41,    0
156839,20150326,   61,    0
156839,20150327,   59,    0
156839,20150328,   77,    0
156839,20150329,   72,    0
156839,20150330,   59,    0
156839,20150331,   58,    0
156839,20150401,   46,    0
156839,20150402,   51,    0
156839,20150403,   68,    0
156839,20150404,   97,    0
156839,20150405,   75,    0
156839,20150406,   86,    0
156839,20150407,   91,    0
156839,20150408,   73,    0
156839,20150409,   94,    0
156839,20150410,  103,    1
156839,20150411,   69,    0
156839,20150412,   73,    0
156839,20150413,   62,    0
156839,20150414,  103,    0
156839,20150415,  106,    0
156839,20150416,   72,    0
156839,20150417,   90,    0
156839,20150418,   82,    0
156839,20150419,   71,    0
156839,20150420,   97,    0
156839,20150421,   94,    0
156839,20150422,  115,    0
156839,20150423,  115,    0
156839,20150424,   92,    0
156839,20150425,   92,    0
156839,20150426,   57,    0
156839,20150427,   39,    0
156839,20150428,   51,    0
156839,20150429,   68,    0
156839,20150430,   81,    0
156839,20150501,   52,    0
156839,20150502,   58,    0
156839,20150503,   95,    0
156839,20150504,  110,    0
156839,20150505,  108,    0
156839,20150506,  102,    0
156839,20150507,   78,    0
156839,20150508,   85,    0
156839,20150509,  108,    0
156839,20150510,  119,    0
156839,20150511,  128,    1
156839,20150512,  105,    0
156839,20150513,  110,    0
156839,20150514,   87,    0
156839,20150515,   87,    0
156839,20150516,  101,    0
156839,20150517,   97,    0
156839,20150518,   97,    0
156839,20150519,  101,    0
156839,20150520,  113,    0
156839,20150521,  107,    0
156839,20150522,  139,    0
156839,20150523,  109,    0
156839,20150524,  121,    0
156839,20150525,  125,    0
156839,20150526,  115,    1
156839,20150527,  100,    0
156839,20150528,   95,    0
156839,20150529,  100,    0
156839,20150530,   87,    0
156839,20150531,  101,    0
156839,20150601,   92,    0
156839,20150602,   99,    0
156839,20150603,  120,    0
156839,20150604,  119,    0
156839,20150605,  135,    0
156839,20150606,  118,    0
156839,20150607,  123,    0
156839,20150608,   96,    0
156839,20150609,  121,    0
156839,20150610,  142,    0
156839,20150611,  149,    0
156839,20150612,  161,    0
156839,20150613,  139,    1
156839,20150614,  113,    0
156839,20150615,   99,    0
156839,20150616,  149,    0
156839,20150617,  157,    1
156839,20150618,  119,    0
156839,20150619,  120,    0
156839,20150620,  150,    1
156839,20150621,  130,    0
156839,20150622,  127,    0
156839,20150623,  125,    0
156839,20150624,  141,    0
156839,20150625,  150,    0
156839,20150626,  164,    0
156839,20150627,  159,    0
156839,20150628,  165,    0
156839,20150629,  165,    0
156839,20150630,  211,    0
156839,20150701,  237,    1
156839,20150702,  176,    0
156839,20150703,  171,    0
156839,20150704,  173,    0
156839,20150705,  154,    0
156839,20150706,  137,    0
156839,20150707,  163,    0
156839,20150708,  143,    0
156839,20150709,  126,    0
156839,20150710,  169,    0
156839,20150711,  162,    0
156839,20150712,  161,    0
156839,20150713,  152,    0
156839,20150714,  152,    0
156839,20150715,  138,    0
156839,20150716,  151,    0
156839,20150717,  156,    0
156839,20150718,  146,    0
156839,20150719,  141,    0
156839,20150720,  146,    0
156839,20150721,  158,    0
156839,20150722,  136,    0
156839,20150723,  141,    0
156839,20150724,  134,    0
156839,20150725,  142,    0
156839,20150726,  123,    0
156839,20150727,  132,    0
156839,20150728,  116,    0
156839,20150729,  135,    0
156839,20150730,  135,    0
156839,20150731,  138,    0
156839,20150801,  140,    0
156839,20150802,  155,    0
156839,20150803,  166,    0
156839,20150804,  158,    0
156839,20150805,  171,    0
156839,20150806,  168,    0
156839,20150807,  147,    0
156839,20150808,  139,    0
156839,20150809,  159,    0
156839,20150810,  173,    0
156839,20150811,  147,    0
156839,20150812,  138,    0
156839,20150813,  164,    1
156839,20150814,  138,    0
156839,20150815,  126,    0
156839,20150816,  130,    0
156839,20150817,  145,    0
156839,20150818,  130,    0
156839,20150819,  166,    0
156839,20150820,  178,    0
156839,20150821,  184,    0
156839,20150822,  168,    0
156839,20150823,  203,    1
156839,20150824,  158,    0
156839,20150825,  139,    0
156839,20150826,  158,    0
156839,20150827,  146,    0
156839,20150828,  153,    0
156839,20150829,  163,    0
156839,20150830,  150,    0
156839,20150831,  128,    0
156839,20150901,  137,    0
156839,20150902,  131,    0
156839,20150903,  113,    0
156839,20150904,  128,    0
156839,20150905,  121,    0
156839,20150906,  111,    0
156839,20150907,  121,    0
156839,20150908,  128,    0
156839,20150909,  118,    0
156839,20150910,  155,    0
156839,20150911,  154,    0
156839,20150912,  140,    0
156839,20150913,  141,    0
156839,20150914,  119,    0
156839,20150915,  140,    0
156839,20150916,  111,    0
156839,20150917,  115,    0
156839,20150918,  127,    0
156839,20150919,  122,    0
156839,20150920,  135,    0
156839,20150921,  143,    0
156839,20150922,  113,    0
156839,20150923,  111,    0
156839,20150924,  118,    0
156839,20150925,  121,    0
156839,20150926,  133,    0
156839,20150927,  118,    0
156839,20150928,  122,    0
156839,20150929,  136,    0
156839,20150930,  120,    0
156839,20151001,  114,    0
156839,20151002,   70,    0
156839,20151003,   78,    0
156839,20151004,   87,    0
156839,20151005,  120,    0
156839,20151006,  145,    1
156839,20151007,  130,    0
156839,20151008,   95,    0
156839,20151009,  108,    0
